# BVec Raw Data (Entire Vector): 278528 elements
# Format: index,byte_value,hex_value,as_int8,interpretation
156559,2,0x2,2,weight
156560,1,0x1,1,weight
156561,1,0x1,1,weight
156562,1,0x1,1,weight
156563,1,0x1,1,weight
156564,1,0x1,1,weight
156565,1,0x1,1,weight
156566,1,0x1,1,weight
156567,1,0x1,1,weight
156568,2,0x2,2,weight
156569,2,0x2,2,weight
156570,2,0x2,2,weight
156571,2,0x2,2,weight
156572,2,0x2,2,weight
156573,2,0x2,2,weight
156574,2,0x2,2,weight
156575,2,0x2,2,weight
156576,1,0x1,1,weight
156577,1,0x1,1,weight
156578,1,0x1,1,weight
156579,1,0x1,1,weight
156580,1,0x1,1,weight
156581,1,0x1,1,weight
156582,1,0x1,1,weight
156583,1,0x1,1,weight
156584,2,0x2,2,weight
156585,2,0x2,2,weight
156586,2,0x2,2,weight
156587,2,0x2,2,weight
156588,2,0x2,2,weight
156589,2,0x2,2,weight
156590,2,0x2,2,weight
156591,2,0x2,2,weight
156592,1,0x1,1,weight
156593,1,0x1,1,weight
156594,1,0x1,1,weight
156595,1,0x1,1,weight
156596,1,0x1,1,weight
156597,1,0x1,1,weight
156598,1,0x1,1,weight
156599,1,0x1,1,weight
156600,2,0x2,2,weight
156601,2,0x2,2,weight
156602,2,0x2,2,weight
156603,2,0x2,2,weight
156604,2,0x2,2,weight
156605,2,0x2,2,weight
156606,2,0x2,2,weight
156607,2,0x2,2,weight
156608,128,0x80,-128,scale_factor_byte
156609,63,0x3f,63,scale_factor_byte
156610,0,0x0,0,scale_factor_byte
156611,63,0x3f,63,scale_factor_byte
156612,128,0x80,-128,scale_factor_byte
156613,63,0x3f,63,scale_factor_byte
156614,0,0x0,0,scale_factor_byte
156615,63,0x3f,63,scale_factor_byte
156616,128,0x80,-128,scale_factor_byte
156617,63,0x3f,63,scale_factor_byte
156618,0,0x0,0,scale_factor_byte
156619,63,0x3f,63,scale_factor_byte
156620,128,0x80,-128,scale_factor_byte
156621,63,0x3f,63,scale_factor_byte
156622,0,0x0,0,scale_factor_byte
156623,63,0x3f,63,scale_factor_byte
156624,128,0x80,-128,scale_factor_byte
156625,63,0x3f,63,scale_factor_byte
156626,0,0x0,0,scale_factor_byte
156627,63,0x3f,63,scale_factor_byte
156628,128,0x80,-128,scale_factor_byte
156629,63,0x3f,63,scale_factor_byte
156630,0,0x0,0,scale_factor_byte
156631,63,0x3f,63,scale_factor_byte
156632,128,0x80,-128,scale_factor_byte
156633,63,0x3f,63,scale_factor_byte
156634,0,0x0,0,scale_factor_byte
156635,63,0x3f,63,scale_factor_byte
156636,128,0x80,-128,scale_factor_byte
156637,63,0x3f,63,scale_factor_byte
156638,0,0x0,0,scale_factor_byte
156639,63,0x3f,63,scale_factor_byte
156640,128,0x80,-128,scale_factor_byte
156641,63,0x3f,63,scale_factor_byte
156642,0,0x0,0,scale_factor_byte
156643,63,0x3f,63,scale_factor_byte
156644,128,0x80,-128,scale_factor_byte
156645,63,0x3f,63,scale_factor_byte
156646,0,0x0,0,scale_factor_byte
156647,63,0x3f,63,scale_factor_byte
156648,128,0x80,-128,scale_factor_byte
156649,63,0x3f,63,scale_factor_byte
156650,0,0x0,0,scale_factor_byte
156651,63,0x3f,63,scale_factor_byte
156652,128,0x80,-128,scale_factor_byte
156653,63,0x3f,63,scale_factor_byte
156654,0,0x0,0,scale_factor_byte
156655,63,0x3f,63,scale_factor_byte
156656,128,0x80,-128,scale_factor_byte
156657,63,0x3f,63,scale_factor_byte
156658,0,0x0,0,scale_factor_byte
156659,63,0x3f,63,scale_factor_byte
156660,128,0x80,-128,scale_factor_byte
156661,63,0x3f,63,scale_factor_byte
156662,0,0x0,0,scale_factor_byte
156663,63,0x3f,63,scale_factor_byte
156664,128,0x80,-128,scale_factor_byte
156665,63,0x3f,63,scale_factor_byte
156666,0,0x0,0,scale_factor_byte
156667,63,0x3f,63,scale_factor_byte
156668,128,0x80,-128,scale_factor_byte
156669,63,0x3f,63,scale_factor_byte
156670,0,0x0,0,scale_factor_byte
156671,63,0x3f,63,scale_factor_byte
156672,1,0x1,1,weight
156673,1,0x1,1,weight
156674,1,0x1,1,weight
156675,1,0x1,1,weight
156676,1,0x1,1,weight
156677,1,0x1,1,weight
156678,1,0x1,1,weight
156679,1,0x1,1,weight
156680,2,0x2,2,weight
156681,2,0x2,2,weight
156682,2,0x2,2,weight
156683,2,0x2,2,weight
156684,2,0x2,2,weight
156685,2,0x2,2,weight
156686,2,0x2,2,weight
156687,2,0x2,2,weight
156688,1,0x1,1,weight
156689,1,0x1,1,weight
156690,1,0x1,1,weight
156691,1,0x1,1,weight
156692,1,0x1,1,weight
156693,1,0x1,1,weight
156694,1,0x1,1,weight
156695,1,0x1,1,weight
156696,2,0x2,2,weight
156697,2,0x2,2,weight
156698,2,0x2,2,weight
156699,2,0x2,2,weight
156700,2,0x2,2,weight
156701,2,0x2,2,weight
156702,2,0x2,2,weight
156703,2,0x2,2,weight
156704,1,0x1,1,weight
156705,1,0x1,1,weight
156706,1,0x1,1,weight
156707,1,0x1,1,weight
156708,1,0x1,1,weight
156709,1,0x1,1,weight
156710,1,0x1,1,weight
156711,1,0x1,1,weight
156712,2,0x2,2,weight
156713,2,0x2,2,weight
156714,2,0x2,2,weight
156715,2,0x2,2,weight
156716,2,0x2,2,weight
156717,2,0x2,2,weight
156718,2,0x2,2,weight
156719,2,0x2,2,weight
156720,1,0x1,1,weight
156721,1,0x1,1,weight
156722,1,0x1,1,weight
156723,1,0x1,1,weight
156724,1,0x1,1,weight
156725,1,0x1,1,weight
156726,1,0x1,1,weight
156727,1,0x1,1,weight
156728,2,0x2,2,weight
156729,2,0x2,2,weight
156730,2,0x2,2,weight
156731,2,0x2,2,weight
156732,2,0x2,2,weight
156733,2,0x2,2,weight
156734,2,0x2,2,weight
156735,2,0x2,2,weight
156736,1,0x1,1,weight
156737,1,0x1,1,weight
156738,1,0x1,1,weight
156739,1,0x1,1,weight
156740,1,0x1,1,weight
156741,1,0x1,1,weight
156742,1,0x1,1,weight
156743,1,0x1,1,weight
156744,2,0x2,2,weight
156745,2,0x2,2,weight
156746,2,0x2,2,weight
156747,2,0x2,2,weight
156748,2,0x2,2,weight
156749,2,0x2,2,weight
156750,2,0x2,2,weight
156751,2,0x2,2,weight
156752,1,0x1,1,weight
156753,1,0x1,1,weight
156754,1,0x1,1,weight
156755,1,0x1,1,weight
156756,1,0x1,1,weight
156757,1,0x1,1,weight
156758,1,0x1,1,weight
156759,1,0x1,1,weight
156760,2,0x2,2,weight
156761,2,0x2,2,weight
156762,2,0x2,2,weight
156763,2,0x2,2,weight
156764,2,0x2,2,weight
156765,2,0x2,2,weight
156766,2,0x2,2,weight
156767,2,0x2,2,weight
156768,1,0x1,1,weight
156769,1,0x1,1,weight
156770,1,0x1,1,weight
156771,1,0x1,1,weight
156772,1,0x1,1,weight
156773,1,0x1,1,weight
156774,1,0x1,1,weight
156775,1,0x1,1,weight
156776,2,0x2,2,weight
156777,2,0x2,2,weight
156778,2,0x2,2,weight
156779,2,0x2,2,weight
156780,2,0x2,2,weight
156781,2,0x2,2,weight
156782,2,0x2,2,weight
156783,2,0x2,2,weight
156784,1,0x1,1,weight
156785,1,0x1,1,weight
156786,1,0x1,1,weight
156787,1,0x1,1,weight
156788,1,0x1,1,weight
156789,1,0x1,1,weight
156790,1,0x1,1,weight
156791,1,0x1,1,weight
156792,2,0x2,2,weight
156793,2,0x2,2,weight
156794,2,0x2,2,weight
156795,2,0x2,2,weight
156796,2,0x2,2,weight
156797,2,0x2,2,weight
156798,2,0x2,2,weight
156799,2,0x2,2,weight
156800,1,0x1,1,weight
156801,1,0x1,1,weight
156802,1,0x1,1,weight
156803,1,0x1,1,weight
156804,1,0x1,1,weight
156805,1,0x1,1,weight
156806,1,0x1,1,weight
156807,1,0x1,1,weight
156808,2,0x2,2,weight
156809,2,0x2,2,weight
156810,2,0x2,2,weight
156811,2,0x2,2,weight
156812,2,0x2,2,weight
156813,2,0x2,2,weight
156814,2,0x2,2,weight
156815,2,0x2,2,weight
156816,1,0x1,1,weight
156817,1,0x1,1,weight
156818,1,0x1,1,weight
156819,1,0x1,1,weight
156820,1,0x1,1,weight
156821,1,0x1,1,weight
156822,1,0x1,1,weight
156823,1,0x1,1,weight
156824,2,0x2,2,weight
156825,2,0x2,2,weight
156826,2,0x2,2,weight
156827,2,0x2,2,weight
156828,2,0x2,2,weight
156829,2,0x2,2,weight
156830,2,0x2,2,weight
156831,2,0x2,2,weight
156832,1,0x1,1,weight
156833,1,0x1,1,weight
156834,1,0x1,1,weight
156835,1,0x1,1,weight
156836,1,0x1,1,weight
156837,1,0x1,1,weight
156838,1,0x1,1,weight
156839,1,0x1,1,weight
156840,2,0x2,2,weight
156841,2,0x2,2,weight
156842,2,0x2,2,weight
156843,2,0x2,2,weight
156844,2,0x2,2,weight
156845,2,0x2,2,weight
156846,2,0x2,2,weight
156847,2,0x2,2,weight
156848,1,0x1,1,weight
156849,1,0x1,1,weight
156850,1,0x1,1,weight
156851,1,0x1,1,weight
156852,1,0x1,1,weight
156853,1,0x1,1,weight
156854,1,0x1,1,weight
156855,1,0x1,1,weight
156856,2,0x2,2,weight
156857,2,0x2,2,weight
156858,2,0x2,2,weight
156859,2,0x2,2,weight
156860,2,0x2,2,weight
156861,2,0x2,2,weight
156862,2,0x2,2,weight
156863,2,0x2,2,weight
156864,1,0x1,1,weight
156865,1,0x1,1,weight
156866,1,0x1,1,weight
156867,1,0x1,1,weight
156868,1,0x1,1,weight
156869,1,0x1,1,weight
156870,1,0x1,1,weight
156871,1,0x1,1,weight
156872,2,0x2,2,weight
156873,2,0x2,2,weight
156874,2,0x2,2,weight
156875,2,0x2,2,weight
156876,2,0x2,2,weight
156877,2,0x2,2,weight
156878,2,0x2,2,weight
156879,2,0x2,2,weight
156880,1,0x1,1,weight
156881,1,0x1,1,weight
156882,1,0x1,1,weight
156883,1,0x1,1,weight
156884,1,0x1,1,weight
156885,1,0x1,1,weight
156886,1,0x1,1,weight
156887,1,0x1,1,weight
156888,2,0x2,2,weight
156889,2,0x2,2,weight
156890,2,0x2,2,weight
156891,2,0x2,2,weight
156892,2,0x2,2,weight
156893,2,0x2,2,weight
156894,2,0x2,2,weight
156895,2,0x2,2,weight
156896,1,0x1,1,weight
156897,1,0x1,1,weight
156898,1,0x1,1,weight
156899,1,0x1,1,weight
156900,1,0x1,1,weight
156901,1,0x1,1,weight
156902,1,0x1,1,weight
156903,1,0x1,1,weight
156904,2,0x2,2,weight
156905,2,0x2,2,weight
156906,2,0x2,2,weight
156907,2,0x2,2,weight
156908,2,0x2,2,weight
156909,2,0x2,2,weight
156910,2,0x2,2,weight
156911,2,0x2,2,weight
156912,1,0x1,1,weight
156913,1,0x1,1,weight
156914,1,0x1,1,weight
156915,1,0x1,1,weight
156916,1,0x1,1,weight
156917,1,0x1,1,weight
156918,1,0x1,1,weight
156919,1,0x1,1,weight
156920,2,0x2,2,weight
156921,2,0x2,2,weight
156922,2,0x2,2,weight
156923,2,0x2,2,weight
156924,2,0x2,2,weight
156925,2,0x2,2,weight
156926,2,0x2,2,weight
156927,2,0x2,2,weight
156928,1,0x1,1,weight
156929,1,0x1,1,weight
156930,1,0x1,1,weight
156931,1,0x1,1,weight
156932,1,0x1,1,weight
156933,1,0x1,1,weight
156934,1,0x1,1,weight
156935,1,0x1,1,weight
156936,2,0x2,2,weight
156937,2,0x2,2,weight
156938,2,0x2,2,weight
156939,2,0x2,2,weight
156940,2,0x2,2,weight
156941,2,0x2,2,weight
156942,2,0x2,2,weight
156943,2,0x2,2,weight
156944,1,0x1,1,weight
156945,1,0x1,1,weight
156946,1,0x1,1,weight
156947,1,0x1,1,weight
156948,1,0x1,1,weight
156949,1,0x1,1,weight
156950,1,0x1,1,weight
156951,1,0x1,1,weight
156952,2,0x2,2,weight
156953,2,0x2,2,weight
156954,2,0x2,2,weight
156955,2,0x2,2,weight
156956,2,0x2,2,weight
156957,2,0x2,2,weight
156958,2,0x2,2,weight
156959,2,0x2,2,weight
156960,1,0x1,1,weight
156961,1,0x1,1,weight
156962,1,0x1,1,weight
156963,1,0x1,1,weight
156964,1,0x1,1,weight
156965,1,0x1,1,weight
156966,1,0x1,1,weight
156967,1,0x1,1,weight
156968,2,0x2,2,weight
156969,2,0x2,2,weight
156970,2,0x2,2,weight
156971,2,0x2,2,weight
156972,2,0x2,2,weight
156973,2,0x2,2,weight
156974,2,0x2,2,weight
156975,2,0x2,2,weight
156976,1,0x1,1,weight
156977,1,0x1,1,weight
156978,1,0x1,1,weight
156979,1,0x1,1,weight
156980,1,0x1,1,weight
156981,1,0x1,1,weight
156982,1,0x1,1,weight
156983,1,0x1,1,weight
156984,2,0x2,2,weight
156985,2,0x2,2,weight
156986,2,0x2,2,weight
156987,2,0x2,2,weight
156988,2,0x2,2,weight
156989,2,0x2,2,weight
156990,2,0x2,2,weight
156991,2,0x2,2,weight
156992,1,0x1,1,weight
156993,1,0x1,1,weight
156994,1,0x1,1,weight
156995,1,0x1,1,weight
156996,1,0x1,1,weight
156997,1,0x1,1,weight
156998,1,0x1,1,weight
156999,1,0x1,1,weight
157000,2,0x2,2,weight
157001,2,0x2,2,weight
157002,2,0x2,2,weight
157003,2,0x2,2,weight
157004,2,0x2,2,weight
157005,2,0x2,2,weight
157006,2,0x2,2,weight
157007,2,0x2,2,weight
157008,1,0x1,1,weight
157009,1,0x1,1,weight
157010,1,0x1,1,weight
157011,1,0x1,1,weight
157012,1,0x1,1,weight
157013,1,0x1,1,weight
157014,1,0x1,1,weight
157015,1,0x1,1,weight
157016,2,0x2,2,weight
157017,2,0x2,2,weight
157018,2,0x2,2,weight
157019,2,0x2,2,weight
157020,2,0x2,2,weight
157021,2,0x2,2,weight
157022,2,0x2,2,weight
157023,2,0x2,2,weight
157024,1,0x1,1,weight
157025,1,0x1,1,weight
157026,1,0x1,1,weight
157027,1,0x1,1,weight
157028,1,0x1,1,weight
157029,1,0x1,1,weight
157030,1,0x1,1,weight
157031,1,0x1,1,weight
157032,2,0x2,2,weight
157033,2,0x2,2,weight
157034,2,0x2,2,weight
157035,2,0x2,2,weight
157036,2,0x2,2,weight
157037,2,0x2,2,weight
157038,2,0x2,2,weight
157039,2,0x2,2,weight
157040,1,0x1,1,weight
157041,1,0x1,1,weight
157042,1,0x1,1,weight
157043,1,0x1,1,weight
157044,1,0x1,1,weight
157045,1,0x1,1,weight
157046,1,0x1,1,weight
157047,1,0x1,1,weight
157048,2,0x2,2,weight
157049,2,0x2,2,weight
157050,2,0x2,2,weight
157051,2,0x2,2,weight
157052,2,0x2,2,weight
157053,2,0x2,2,weight
157054,2,0x2,2,weight
157055,2,0x2,2,weight
157056,1,0x1,1,weight
157057,1,0x1,1,weight
157058,1,0x1,1,weight
157059,1,0x1,1,weight
157060,1,0x1,1,weight
157061,1,0x1,1,weight
157062,1,0x1,1,weight
157063,1,0x1,1,weight
157064,2,0x2,2,weight
157065,2,0x2,2,weight
157066,2,0x2,2,weight
157067,2,0x2,2,weight
157068,2,0x2,2,weight
157069,2,0x2,2,weight
157070,2,0x2,2,weight
157071,2,0x2,2,weight
157072,1,0x1,1,weight
157073,1,0x1,1,weight
157074,1,0x1,1,weight
157075,1,0x1,1,weight
157076,1,0x1,1,weight
157077,1,0x1,1,weight
157078,1,0x1,1,weight
157079,1,0x1,1,weight
157080,2,0x2,2,weight
157081,2,0x2,2,weight
157082,2,0x2,2,weight
157083,2,0x2,2,weight
157084,2,0x2,2,weight
157085,2,0x2,2,weight
157086,2,0x2,2,weight
157087,2,0x2,2,weight
157088,1,0x1,1,weight
157089,1,0x1,1,weight
157090,1,0x1,1,weight
157091,1,0x1,1,weight
157092,1,0x1,1,weight
157093,1,0x1,1,weight
157094,1,0x1,1,weight
157095,1,0x1,1,weight
157096,2,0x2,2,weight
157097,2,0x2,2,weight
157098,2,0x2,2,weight
157099,2,0x2,2,weight
157100,2,0x2,2,weight
157101,2,0x2,2,weight
157102,2,0x2,2,weight
157103,2,0x2,2,weight
157104,1,0x1,1,weight
157105,1,0x1,1,weight
157106,1,0x1,1,weight
157107,1,0x1,1,weight
157108,1,0x1,1,weight
157109,1,0x1,1,weight
157110,1,0x1,1,weight
157111,1,0x1,1,weight
157112,2,0x2,2,weight
157113,2,0x2,2,weight
157114,2,0x2,2,weight
157115,2,0x2,2,weight
157116,2,0x2,2,weight
157117,2,0x2,2,weight
157118,2,0x2,2,weight
157119,2,0x2,2,weight
157120,1,0x1,1,weight
157121,1,0x1,1,weight
157122,1,0x1,1,weight
157123,1,0x1,1,weight
157124,1,0x1,1,weight
157125,1,0x1,1,weight
157126,1,0x1,1,weight
157127,1,0x1,1,weight
157128,2,0x2,2,weight
157129,2,0x2,2,weight
157130,2,0x2,2,weight
157131,2,0x2,2,weight
157132,2,0x2,2,weight
157133,2,0x2,2,weight
157134,2,0x2,2,weight
157135,2,0x2,2,weight
157136,1,0x1,1,weight
157137,1,0x1,1,weight
157138,1,0x1,1,weight
157139,1,0x1,1,weight
157140,1,0x1,1,weight
157141,1,0x1,1,weight
157142,1,0x1,1,weight
157143,1,0x1,1,weight
157144,2,0x2,2,weight
157145,2,0x2,2,weight
157146,2,0x2,2,weight
157147,2,0x2,2,weight
157148,2,0x2,2,weight
157149,2,0x2,2,weight
157150,2,0x2,2,weight
157151,2,0x2,2,weight
157152,1,0x1,1,weight
157153,1,0x1,1,weight
157154,1,0x1,1,weight
157155,1,0x1,1,weight
157156,1,0x1,1,weight
157157,1,0x1,1,weight
157158,1,0x1,1,weight
157159,1,0x1,1,weight
157160,2,0x2,2,weight
157161,2,0x2,2,weight
157162,2,0x2,2,weight
157163,2,0x2,2,weight
157164,2,0x2,2,weight
157165,2,0x2,2,weight
157166,2,0x2,2,weight
157167,2,0x2,2,weight
157168,1,0x1,1,weight
157169,1,0x1,1,weight
157170,1,0x1,1,weight
157171,1,0x1,1,weight
157172,1,0x1,1,weight
157173,1,0x1,1,weight
157174,1,0x1,1,weight
157175,1,0x1,1,weight
157176,2,0x2,2,weight
157177,2,0x2,2,weight
157178,2,0x2,2,weight
157179,2,0x2,2,weight
157180,2,0x2,2,weight
157181,2,0x2,2,weight
157182,2,0x2,2,weight
157183,2,0x2,2,weight
157184,1,0x1,1,weight
157185,1,0x1,1,weight
157186,1,0x1,1,weight
157187,1,0x1,1,weight
157188,1,0x1,1,weight
157189,1,0x1,1,weight
157190,1,0x1,1,weight
157191,1,0x1,1,weight
157192,2,0x2,2,weight
157193,2,0x2,2,weight
157194,2,0x2,2,weight
157195,2,0x2,2,weight
157196,2,0x2,2,weight
157197,2,0x2,2,weight
157198,2,0x2,2,weight
157199,2,0x2,2,weight
157200,1,0x1,1,weight
157201,1,0x1,1,weight
157202,1,0x1,1,weight
157203,1,0x1,1,weight
157204,1,0x1,1,weight
157205,1,0x1,1,weight
157206,1,0x1,1,weight
157207,1,0x1,1,weight
157208,2,0x2,2,weight
157209,2,0x2,2,weight
157210,2,0x2,2,weight
157211,2,0x2,2,weight
157212,2,0x2,2,weight
157213,2,0x2,2,weight
157214,2,0x2,2,weight
157215,2,0x2,2,weight
157216,1,0x1,1,weight
157217,1,0x1,1,weight
157218,1,0x1,1,weight
157219,1,0x1,1,weight
157220,1,0x1,1,weight
157221,1,0x1,1,weight
157222,1,0x1,1,weight
157223,1,0x1,1,weight
157224,2,0x2,2,weight
157225,2,0x2,2,weight
157226,2,0x2,2,weight
157227,2,0x2,2,weight
157228,2,0x2,2,weight
157229,2,0x2,2,weight
157230,2,0x2,2,weight
157231,2,0x2,2,weight
157232,1,0x1,1,weight
157233,1,0x1,1,weight
157234,1,0x1,1,weight
157235,1,0x1,1,weight
157236,1,0x1,1,weight
157237,1,0x1,1,weight
157238,1,0x1,1,weight
157239,1,0x1,1,weight
157240,2,0x2,2,weight
157241,2,0x2,2,weight
157242,2,0x2,2,weight
157243,2,0x2,2,weight
157244,2,0x2,2,weight
157245,2,0x2,2,weight
157246,2,0x2,2,weight
157247,2,0x2,2,weight
157248,1,0x1,1,weight
157249,1,0x1,1,weight
157250,1,0x1,1,weight
157251,1,0x1,1,weight
157252,1,0x1,1,weight
157253,1,0x1,1,weight
157254,1,0x1,1,weight
157255,1,0x1,1,weight
157256,2,0x2,2,weight
157257,2,0x2,2,weight
157258,2,0x2,2,weight
157259,2,0x2,2,weight
157260,2,0x2,2,weight
157261,2,0x2,2,weight
157262,2,0x2,2,weight
157263,2,0x2,2,weight
157264,1,0x1,1,weight
157265,1,0x1,1,weight
157266,1,0x1,1,weight
157267,1,0x1,1,weight
157268,1,0x1,1,weight
157269,1,0x1,1,weight
157270,1,0x1,1,weight
157271,1,0x1,1,weight
157272,2,0x2,2,weight
157273,2,0x2,2,weight
157274,2,0x2,2,weight
157275,2,0x2,2,weight
157276,2,0x2,2,weight
157277,2,0x2,2,weight
157278,2,0x2,2,weight
157279,2,0x2,2,weight
157280,1,0x1,1,weight
157281,1,0x1,1,weight
157282,1,0x1,1,weight
157283,1,0x1,1,weight
157284,1,0x1,1,weight
157285,1,0x1,1,weight
157286,1,0x1,1,weight
157287,1,0x1,1,weight
157288,2,0x2,2,weight
157289,2,0x2,2,weight
157290,2,0x2,2,weight
157291,2,0x2,2,weight
157292,2,0x2,2,weight
157293,2,0x2,2,weight
157294,2,0x2,2,weight
157295,2,0x2,2,weight
157296,1,0x1,1,weight
157297,1,0x1,1,weight
157298,1,0x1,1,weight
157299,1,0x1,1,weight
157300,1,0x1,1,weight
157301,1,0x1,1,weight
157302,1,0x1,1,weight
157303,1,0x1,1,weight
157304,2,0x2,2,weight
157305,2,0x2,2,weight
157306,2,0x2,2,weight
157307,2,0x2,2,weight
157308,2,0x2,2,weight
157309,2,0x2,2,weight
157310,2,0x2,2,weight
157311,2,0x2,2,weight
157312,1,0x1,1,weight
157313,1,0x1,1,weight
157314,1,0x1,1,weight
157315,1,0x1,1,weight
157316,1,0x1,1,weight
157317,1,0x1,1,weight
157318,1,0x1,1,weight
157319,1,0x1,1,weight
157320,2,0x2,2,weight
157321,2,0x2,2,weight
157322,2,0x2,2,weight
157323,2,0x2,2,weight
157324,2,0x2,2,weight
157325,2,0x2,2,weight
157326,2,0x2,2,weight
157327,2,0x2,2,weight
157328,1,0x1,1,weight
157329,1,0x1,1,weight
157330,1,0x1,1,weight
157331,1,0x1,1,weight
157332,1,0x1,1,weight
157333,1,0x1,1,weight
157334,1,0x1,1,weight
157335,1,0x1,1,weight
157336,2,0x2,2,weight
157337,2,0x2,2,weight
157338,2,0x2,2,weight
157339,2,0x2,2,weight
157340,2,0x2,2,weight
157341,2,0x2,2,weight
157342,2,0x2,2,weight
157343,2,0x2,2,weight
157344,1,0x1,1,weight
157345,1,0x1,1,weight
157346,1,0x1,1,weight
157347,1,0x1,1,weight
157348,1,0x1,1,weight
157349,1,0x1,1,weight
157350,1,0x1,1,weight
157351,1,0x1,1,weight
157352,2,0x2,2,weight
157353,2,0x2,2,weight
157354,2,0x2,2,weight
157355,2,0x2,2,weight
157356,2,0x2,2,weight
157357,2,0x2,2,weight
157358,2,0x2,2,weight
157359,2,0x2,2,weight
157360,1,0x1,1,weight
157361,1,0x1,1,weight
157362,1,0x1,1,weight
157363,1,0x1,1,weight
157364,1,0x1,1,weight
157365,1,0x1,1,weight
157366,1,0x1,1,weight
157367,1,0x1,1,weight
157368,2,0x2,2,weight
157369,2,0x2,2,weight
157370,2,0x2,2,weight
157371,2,0x2,2,weight
157372,2,0x2,2,weight
157373,2,0x2,2,weight
157374,2,0x2,2,weight
157375,2,0x2,2,weight
157376,1,0x1,1,weight
157377,1,0x1,1,weight
157378,1,0x1,1,weight
157379,1,0x1,1,weight
157380,1,0x1,1,weight
157381,1,0x1,1,weight
157382,1,0x1,1,weight
157383,1,0x1,1,weight
157384,2,0x2,2,weight
157385,2,0x2,2,weight
157386,2,0x2,2,weight
157387,2,0x2,2,weight
157388,2,0x2,2,weight
157389,2,0x2,2,weight
157390,2,0x2,2,weight
157391,2,0x2,2,weight
157392,1,0x1,1,weight
157393,1,0x1,1,weight
157394,1,0x1,1,weight
157395,1,0x1,1,weight
157396,1,0x1,1,weight
157397,1,0x1,1,weight
157398,1,0x1,1,weight
157399,1,0x1,1,weight
157400,2,0x2,2,weight
157401,2,0x2,2,weight
157402,2,0x2,2,weight
157403,2,0x2,2,weight
157404,2,0x2,2,weight
157405,2,0x2,2,weight
157406,2,0x2,2,weight
157407,2,0x2,2,weight
157408,1,0x1,1,weight
157409,1,0x1,1,weight
157410,1,0x1,1,weight
157411,1,0x1,1,weight
157412,1,0x1,1,weight
157413,1,0x1,1,weight
157414,1,0x1,1,weight
157415,1,0x1,1,weight
157416,2,0x2,2,weight
157417,2,0x2,2,weight
157418,2,0x2,2,weight
157419,2,0x2,2,weight
157420,2,0x2,2,weight
157421,2,0x2,2,weight
157422,2,0x2,2,weight
157423,2,0x2,2,weight
157424,1,0x1,1,weight
157425,1,0x1,1,weight
157426,1,0x1,1,weight
157427,1,0x1,1,weight
157428,1,0x1,1,weight
157429,1,0x1,1,weight
157430,1,0x1,1,weight
157431,1,0x1,1,weight
157432,2,0x2,2,weight
157433,2,0x2,2,weight
157434,2,0x2,2,weight
157435,2,0x2,2,weight
157436,2,0x2,2,weight
157437,2,0x2,2,weight
157438,2,0x2,2,weight
157439,2,0x2,2,weight
157440,1,0x1,1,weight
157441,1,0x1,1,weight
157442,1,0x1,1,weight
157443,1,0x1,1,weight
157444,1,0x1,1,weight
157445,1,0x1,1,weight
157446,1,0x1,1,weight
157447,1,0x1,1,weight
157448,2,0x2,2,weight
157449,2,0x2,2,weight
157450,2,0x2,2,weight
157451,2,0x2,2,weight
157452,2,0x2,2,weight
157453,2,0x2,2,weight
157454,2,0x2,2,weight
157455,2,0x2,2,weight
157456,1,0x1,1,weight
157457,1,0x1,1,weight
157458,1,0x1,1,weight
157459,1,0x1,1,weight
157460,1,0x1,1,weight
157461,1,0x1,1,weight
157462,1,0x1,1,weight
157463,1,0x1,1,weight
157464,2,0x2,2,weight
157465,2,0x2,2,weight
157466,2,0x2,2,weight
157467,2,0x2,2,weight
157468,2,0x2,2,weight
157469,2,0x2,2,weight
157470,2,0x2,2,weight
157471,2,0x2,2,weight
157472,1,0x1,1,weight
157473,1,0x1,1,weight
157474,1,0x1,1,weight
157475,1,0x1,1,weight
157476,1,0x1,1,weight
157477,1,0x1,1,weight
157478,1,0x1,1,weight
157479,1,0x1,1,weight
157480,2,0x2,2,weight
157481,2,0x2,2,weight
157482,2,0x2,2,weight
157483,2,0x2,2,weight
157484,2,0x2,2,weight
157485,2,0x2,2,weight
157486,2,0x2,2,weight
157487,2,0x2,2,weight
157488,1,0x1,1,weight
157489,1,0x1,1,weight
157490,1,0x1,1,weight
157491,1,0x1,1,weight
157492,1,0x1,1,weight
157493,1,0x1,1,weight
157494,1,0x1,1,weight
157495,1,0x1,1,weight
157496,2,0x2,2,weight
157497,2,0x2,2,weight
157498,2,0x2,2,weight
157499,2,0x2,2,weight
157500,2,0x2,2,weight
157501,2,0x2,2,weight
157502,2,0x2,2,weight
157503,2,0x2,2,weight
157504,1,0x1,1,weight
157505,1,0x1,1,weight
157506,1,0x1,1,weight
157507,1,0x1,1,weight
157508,1,0x1,1,weight
157509,1,0x1,1,weight
157510,1,0x1,1,weight
157511,1,0x1,1,weight
157512,2,0x2,2,weight
157513,2,0x2,2,weight
157514,2,0x2,2,weight
157515,2,0x2,2,weight
157516,2,0x2,2,weight
157517,2,0x2,2,weight
157518,2,0x2,2,weight
157519,2,0x2,2,weight
157520,1,0x1,1,weight
157521,1,0x1,1,weight
157522,1,0x1,1,weight
157523,1,0x1,1,weight
