# BVec Structured Data (Tile Organization)
# Large tiles: 256
# Each large tile: 1024 weights + 32 scale factors
# Format: tile_type,large_tile_idx,small_tile_idx,element_idx,value
# Large Tile 0 (row=0, col=0)
weight,96,15,0,1
weight,96,15,1,1
weight,96,15,2,1
weight,96,15,3,1
weight,96,15,4,1
weight,96,15,5,1
weight,96,15,6,1
weight,96,15,7,1
weight,96,15,8,2
weight,96,15,9,2
weight,96,15,10,2
weight,96,15,11,2
weight,96,15,12,2
weight,96,15,13,2
weight,96,15,14,2
weight,96,15,15,2
weight,96,15,16,1
weight,96,15,17,1
weight,96,15,18,1
weight,96,15,19,1
weight,96,15,20,1
weight,96,15,21,1
weight,96,15,22,1
weight,96,15,23,1
weight,96,15,24,2
weight,96,15,25,2
weight,96,15,26,2
weight,96,15,27,2
weight,96,15,28,2
weight,96,15,29,2
weight,96,15,30,2
weight,96,15,31,2
weight,96,15,32,1
weight,96,15,33,1
weight,96,15,34,1
weight,96,15,35,1
weight,96,15,36,1
weight,96,15,37,1
weight,96,15,38,1
weight,96,15,39,1
weight,96,15,40,2
weight,96,15,41,2
weight,96,15,42,2
weight,96,15,43,2
weight,96,15,44,2
weight,96,15,45,2
weight,96,15,46,2
weight,96,15,47,2
weight,96,15,48,1
weight,96,15,49,1
weight,96,15,50,1
weight,96,15,51,1
weight,96,15,52,1
weight,96,15,53,1
weight,96,15,54,1
weight,96,15,55,1
weight,96,15,56,2
weight,96,15,57,2
weight,96,15,58,2
weight,96,15,59,2
weight,96,15,60,2
weight,96,15,61,2
weight,96,15,62,2
weight,96,15,63,2
scale,96,-1,0,1
scale,96,-1,1,0.5
scale,96,-1,2,1
scale,96,-1,3,0.5
scale,96,-1,4,1
scale,96,-1,5,0.5
scale,96,-1,6,1
scale,96,-1,7,0.5
scale,96,-1,8,1
scale,96,-1,9,0.5
scale,96,-1,10,1
scale,96,-1,11,0.5
scale,96,-1,12,1
scale,96,-1,13,0.5
scale,96,-1,14,1
scale,96,-1,15,0.5
scale,96,-1,16,1
scale,96,-1,17,0.5
scale,96,-1,18,1
scale,96,-1,19,0.5
scale,96,-1,20,1
scale,96,-1,21,0.5
scale,96,-1,22,1
scale,96,-1,23,0.5
scale,96,-1,24,1
scale,96,-1,25,0.5
scale,96,-1,26,1
scale,96,-1,27,0.5
scale,96,-1,28,1
scale,96,-1,29,0.5
scale,96,-1,30,1
scale,96,-1,31,0.5
# Large Tile 97 (row=6, col=1)
weight,97,0,0,1
weight,97,0,1,1
weight,97,0,2,1
weight,97,0,3,1
weight,97,0,4,1
weight,97,0,5,1
weight,97,0,6,1
weight,97,0,7,1
weight,97,0,8,2
weight,97,0,9,2
weight,97,0,10,2
weight,97,0,11,2
weight,97,0,12,2
weight,97,0,13,2
weight,97,0,14,2
weight,97,0,15,2
weight,97,0,16,1
weight,97,0,17,1
weight,97,0,18,1
weight,97,0,19,1
weight,97,0,20,1
weight,97,0,21,1
weight,97,0,22,1
weight,97,0,23,1
weight,97,0,24,2
weight,97,0,25,2
weight,97,0,26,2
weight,97,0,27,2
weight,97,0,28,2
weight,97,0,29,2
weight,97,0,30,2
weight,97,0,31,2
weight,97,0,32,1
weight,97,0,33,1
weight,97,0,34,1
weight,97,0,35,1
weight,97,0,36,1
weight,97,0,37,1
weight,97,0,38,1
weight,97,0,39,1
weight,97,0,40,2
weight,97,0,41,2
weight,97,0,42,2
weight,97,0,43,2
weight,97,0,44,2
weight,97,0,45,2
weight,97,0,46,2
weight,97,0,47,2
weight,97,0,48,1
weight,97,0,49,1
weight,97,0,50,1
weight,97,0,51,1
weight,97,0,52,1
weight,97,0,53,1
weight,97,0,54,1
weight,97,0,55,1
weight,97,0,56,2
weight,97,0,57,2
weight,97,0,58,2
weight,97,0,59,2
weight,97,0,60,2
weight,97,0,61,2
weight,97,0,62,2
weight,97,0,63,2
weight,97,1,0,1
weight,97,1,1,1
weight,97,1,2,1
weight,97,1,3,1
weight,97,1,4,1
weight,97,1,5,1
weight,97,1,6,1
weight,97,1,7,1
weight,97,1,8,2
weight,97,1,9,2
weight,97,1,10,2
weight,97,1,11,2
weight,97,1,12,2
weight,97,1,13,2
weight,97,1,14,2
weight,97,1,15,2
weight,97,1,16,1
weight,97,1,17,1
weight,97,1,18,1
weight,97,1,19,1
weight,97,1,20,1
weight,97,1,21,1
weight,97,1,22,1
weight,97,1,23,1
weight,97,1,24,2
weight,97,1,25,2
weight,97,1,26,2
weight,97,1,27,2
weight,97,1,28,2
weight,97,1,29,2
weight,97,1,30,2
weight,97,1,31,2
weight,97,1,32,1
weight,97,1,33,1
weight,97,1,34,1
weight,97,1,35,1
weight,97,1,36,1
weight,97,1,37,1
weight,97,1,38,1
weight,97,1,39,1
weight,97,1,40,2
weight,97,1,41,2
weight,97,1,42,2
weight,97,1,43,2
weight,97,1,44,2
weight,97,1,45,2
weight,97,1,46,2
weight,97,1,47,2
weight,97,1,48,1
weight,97,1,49,1
weight,97,1,50,1
weight,97,1,51,1
weight,97,1,52,1
weight,97,1,53,1
weight,97,1,54,1
weight,97,1,55,1
weight,97,1,56,2
weight,97,1,57,2
weight,97,1,58,2
weight,97,1,59,2
weight,97,1,60,2
weight,97,1,61,2
weight,97,1,62,2
weight,97,1,63,2
weight,97,2,0,1
weight,97,2,1,1
weight,97,2,2,1
weight,97,2,3,1
weight,97,2,4,1
weight,97,2,5,1
weight,97,2,6,1
weight,97,2,7,1
weight,97,2,8,2
weight,97,2,9,2
weight,97,2,10,2
weight,97,2,11,2
weight,97,2,12,2
weight,97,2,13,2
weight,97,2,14,2
weight,97,2,15,2
weight,97,2,16,1
weight,97,2,17,1
weight,97,2,18,1
weight,97,2,19,1
weight,97,2,20,1
weight,97,2,21,1
weight,97,2,22,1
weight,97,2,23,1
weight,97,2,24,2
weight,97,2,25,2
weight,97,2,26,2
weight,97,2,27,2
weight,97,2,28,2
weight,97,2,29,2
weight,97,2,30,2
weight,97,2,31,2
weight,97,2,32,1
weight,97,2,33,1
weight,97,2,34,1
weight,97,2,35,1
weight,97,2,36,1
weight,97,2,37,1
weight,97,2,38,1
weight,97,2,39,1
weight,97,2,40,2
weight,97,2,41,2
weight,97,2,42,2
weight,97,2,43,2
weight,97,2,44,2
weight,97,2,45,2
weight,97,2,46,2
weight,97,2,47,2
weight,97,2,48,1
weight,97,2,49,1
weight,97,2,50,1
weight,97,2,51,1
weight,97,2,52,1
weight,97,2,53,1
weight,97,2,54,1
weight,97,2,55,1
weight,97,2,56,2
weight,97,2,57,2
weight,97,2,58,2
weight,97,2,59,2
weight,97,2,60,2
weight,97,2,61,2
weight,97,2,62,2
weight,97,2,63,2
weight,97,3,0,1
weight,97,3,1,1
weight,97,3,2,1
weight,97,3,3,1
weight,97,3,4,1
weight,97,3,5,1
weight,97,3,6,1
weight,97,3,7,1
weight,97,3,8,2
weight,97,3,9,2
weight,97,3,10,2
weight,97,3,11,2
weight,97,3,12,2
weight,97,3,13,2
weight,97,3,14,2
weight,97,3,15,2
weight,97,3,16,1
weight,97,3,17,1
weight,97,3,18,1
weight,97,3,19,1
weight,97,3,20,1
weight,97,3,21,1
weight,97,3,22,1
weight,97,3,23,1
weight,97,3,24,2
weight,97,3,25,2
weight,97,3,26,2
weight,97,3,27,2
weight,97,3,28,2
weight,97,3,29,2
weight,97,3,30,2
weight,97,3,31,2
weight,97,3,32,1
weight,97,3,33,1
weight,97,3,34,1
weight,97,3,35,1
weight,97,3,36,1
weight,97,3,37,1
weight,97,3,38,1
weight,97,3,39,1
weight,97,3,40,2
weight,97,3,41,2
weight,97,3,42,2
weight,97,3,43,2
weight,97,3,44,2
weight,97,3,45,2
weight,97,3,46,2
weight,97,3,47,2
weight,97,3,48,1
weight,97,3,49,1
weight,97,3,50,1
weight,97,3,51,1
weight,97,3,52,1
weight,97,3,53,1
weight,97,3,54,1
weight,97,3,55,1
weight,97,3,56,2
weight,97,3,57,2
weight,97,3,58,2
weight,97,3,59,2
weight,97,3,60,2
weight,97,3,61,2
weight,97,3,62,2
weight,97,3,63,2
weight,97,4,0,1
weight,97,4,1,1
weight,97,4,2,1
weight,97,4,3,1
weight,97,4,4,1
weight,97,4,5,1
weight,97,4,6,1
weight,97,4,7,1
weight,97,4,8,2
weight,97,4,9,2
weight,97,4,10,2
weight,97,4,11,2
weight,97,4,12,2
weight,97,4,13,2
weight,97,4,14,2
weight,97,4,15,2
weight,97,4,16,1
weight,97,4,17,1
weight,97,4,18,1
weight,97,4,19,1
weight,97,4,20,1
weight,97,4,21,1
weight,97,4,22,1
weight,97,4,23,1
weight,97,4,24,2
weight,97,4,25,2
weight,97,4,26,2
weight,97,4,27,2
weight,97,4,28,2
weight,97,4,29,2
weight,97,4,30,2
weight,97,4,31,2
weight,97,4,32,1
weight,97,4,33,1
weight,97,4,34,1
weight,97,4,35,1
weight,97,4,36,1
weight,97,4,37,1
weight,97,4,38,1
weight,97,4,39,1
weight,97,4,40,2
weight,97,4,41,2
weight,97,4,42,2
weight,97,4,43,2
weight,97,4,44,2
weight,97,4,45,2
weight,97,4,46,2
weight,97,4,47,2
weight,97,4,48,1
weight,97,4,49,1
weight,97,4,50,1
weight,97,4,51,1
weight,97,4,52,1
weight,97,4,53,1
weight,97,4,54,1
weight,97,4,55,1
weight,97,4,56,2
weight,97,4,57,2
weight,97,4,58,2
weight,97,4,59,2
weight,97,4,60,2
weight,97,4,61,2
weight,97,4,62,2
weight,97,4,63,2
weight,97,5,0,1
weight,97,5,1,1
weight,97,5,2,1
weight,97,5,3,1
weight,97,5,4,1
weight,97,5,5,1
weight,97,5,6,1
weight,97,5,7,1
weight,97,5,8,2
weight,97,5,9,2
weight,97,5,10,2
weight,97,5,11,2
weight,97,5,12,2
weight,97,5,13,2
weight,97,5,14,2
weight,97,5,15,2
weight,97,5,16,1
weight,97,5,17,1
weight,97,5,18,1
weight,97,5,19,1
weight,97,5,20,1
weight,97,5,21,1
weight,97,5,22,1
weight,97,5,23,1
weight,97,5,24,2
weight,97,5,25,2
weight,97,5,26,2
weight,97,5,27,2
weight,97,5,28,2
weight,97,5,29,2
weight,97,5,30,2
weight,97,5,31,2
weight,97,5,32,1
weight,97,5,33,1
weight,97,5,34,1
weight,97,5,35,1
weight,97,5,36,1
weight,97,5,37,1
weight,97,5,38,1
weight,97,5,39,1
weight,97,5,40,2
weight,97,5,41,2
weight,97,5,42,2
weight,97,5,43,2
weight,97,5,44,2
weight,97,5,45,2
weight,97,5,46,2
weight,97,5,47,2
weight,97,5,48,1
weight,97,5,49,1
weight,97,5,50,1
weight,97,5,51,1
weight,97,5,52,1
weight,97,5,53,1
weight,97,5,54,1
weight,97,5,55,1
weight,97,5,56,2
weight,97,5,57,2
weight,97,5,58,2
weight,97,5,59,2
weight,97,5,60,2
weight,97,5,61,2
weight,97,5,62,2
weight,97,5,63,2
weight,97,6,0,1
weight,97,6,1,1
weight,97,6,2,1
weight,97,6,3,1
weight,97,6,4,1
weight,97,6,5,1
weight,97,6,6,1
weight,97,6,7,1
weight,97,6,8,2
weight,97,6,9,2
weight,97,6,10,2
weight,97,6,11,2
weight,97,6,12,2
weight,97,6,13,2
weight,97,6,14,2
weight,97,6,15,2
weight,97,6,16,1
weight,97,6,17,1
weight,97,6,18,1
weight,97,6,19,1
weight,97,6,20,1
weight,97,6,21,1
weight,97,6,22,1
weight,97,6,23,1
weight,97,6,24,2
weight,97,6,25,2
weight,97,6,26,2
weight,97,6,27,2
weight,97,6,28,2
weight,97,6,29,2
weight,97,6,30,2
weight,97,6,31,2
weight,97,6,32,1
weight,97,6,33,1
weight,97,6,34,1
weight,97,6,35,1
weight,97,6,36,1
weight,97,6,37,1
weight,97,6,38,1
weight,97,6,39,1
weight,97,6,40,2
weight,97,6,41,2
weight,97,6,42,2
weight,97,6,43,2
weight,97,6,44,2
weight,97,6,45,2
weight,97,6,46,2
weight,97,6,47,2
weight,97,6,48,1
weight,97,6,49,1
weight,97,6,50,1
weight,97,6,51,1
weight,97,6,52,1
weight,97,6,53,1
weight,97,6,54,1
weight,97,6,55,1
weight,97,6,56,2
weight,97,6,57,2
weight,97,6,58,2
weight,97,6,59,2
weight,97,6,60,2
weight,97,6,61,2
weight,97,6,62,2
weight,97,6,63,2
weight,97,7,0,1
weight,97,7,1,1
weight,97,7,2,1
weight,97,7,3,1
weight,97,7,4,1
weight,97,7,5,1
weight,97,7,6,1
weight,97,7,7,1
weight,97,7,8,2
weight,97,7,9,2
weight,97,7,10,2
weight,97,7,11,2
weight,97,7,12,2
weight,97,7,13,2
weight,97,7,14,2
weight,97,7,15,2
weight,97,7,16,1
weight,97,7,17,1
weight,97,7,18,1
weight,97,7,19,1
weight,97,7,20,1
weight,97,7,21,1
weight,97,7,22,1
weight,97,7,23,1
weight,97,7,24,2
weight,97,7,25,2
weight,97,7,26,2
weight,97,7,27,2
weight,97,7,28,2
weight,97,7,29,2
weight,97,7,30,2
weight,97,7,31,2
weight,97,7,32,1
weight,97,7,33,1
weight,97,7,34,1
weight,97,7,35,1
weight,97,7,36,1
weight,97,7,37,1
weight,97,7,38,1
weight,97,7,39,1
weight,97,7,40,2
weight,97,7,41,2
weight,97,7,42,2
weight,97,7,43,2
weight,97,7,44,2
weight,97,7,45,2
weight,97,7,46,2
weight,97,7,47,2
weight,97,7,48,1
weight,97,7,49,1
weight,97,7,50,1
weight,97,7,51,1
weight,97,7,52,1
weight,97,7,53,1
weight,97,7,54,1
weight,97,7,55,1
weight,97,7,56,2
weight,97,7,57,2
weight,97,7,58,2
weight,97,7,59,2
weight,97,7,60,2
weight,97,7,61,2
weight,97,7,62,2
weight,97,7,63,2
weight,97,8,0,1
weight,97,8,1,1
weight,97,8,2,1
weight,97,8,3,1
weight,97,8,4,1
weight,97,8,5,1
weight,97,8,6,1
weight,97,8,7,1
weight,97,8,8,2
weight,97,8,9,2
weight,97,8,10,2
weight,97,8,11,2
weight,97,8,12,2
weight,97,8,13,2
weight,97,8,14,2
weight,97,8,15,2
weight,97,8,16,1
weight,97,8,17,1
weight,97,8,18,1
weight,97,8,19,1
weight,97,8,20,1
weight,97,8,21,1
weight,97,8,22,1
weight,97,8,23,1
weight,97,8,24,2
weight,97,8,25,2
weight,97,8,26,2
weight,97,8,27,2
weight,97,8,28,2
weight,97,8,29,2
weight,97,8,30,2
weight,97,8,31,2
weight,97,8,32,1
weight,97,8,33,1
weight,97,8,34,1
weight,97,8,35,1
weight,97,8,36,1
weight,97,8,37,1
weight,97,8,38,1
weight,97,8,39,1
weight,97,8,40,2
weight,97,8,41,2
weight,97,8,42,2
weight,97,8,43,2
weight,97,8,44,2
weight,97,8,45,2
weight,97,8,46,2
weight,97,8,47,2
weight,97,8,48,1
weight,97,8,49,1
weight,97,8,50,1
weight,97,8,51,1
weight,97,8,52,1
weight,97,8,53,1
weight,97,8,54,1
weight,97,8,55,1
weight,97,8,56,2
weight,97,8,57,2
weight,97,8,58,2
weight,97,8,59,2
weight,97,8,60,2
weight,97,8,61,2
weight,97,8,62,2
weight,97,8,63,2
weight,97,9,0,1
weight,97,9,1,1
weight,97,9,2,1
weight,97,9,3,1
weight,97,9,4,1
weight,97,9,5,1
weight,97,9,6,1
weight,97,9,7,1
weight,97,9,8,2
weight,97,9,9,2
weight,97,9,10,2
weight,97,9,11,2
weight,97,9,12,2
weight,97,9,13,2
weight,97,9,14,2
weight,97,9,15,2
weight,97,9,16,1
weight,97,9,17,1
weight,97,9,18,1
weight,97,9,19,1
weight,97,9,20,1
weight,97,9,21,1
weight,97,9,22,1
weight,97,9,23,1
weight,97,9,24,2
weight,97,9,25,2
weight,97,9,26,2
weight,97,9,27,2
weight,97,9,28,2
weight,97,9,29,2
weight,97,9,30,2
weight,97,9,31,2
weight,97,9,32,1
weight,97,9,33,1
weight,97,9,34,1
weight,97,9,35,1
weight,97,9,36,1
weight,97,9,37,1
weight,97,9,38,1
weight,97,9,39,1
weight,97,9,40,2
weight,97,9,41,2
weight,97,9,42,2
weight,97,9,43,2
weight,97,9,44,2
weight,97,9,45,2
weight,97,9,46,2
weight,97,9,47,2
weight,97,9,48,1
weight,97,9,49,1
weight,97,9,50,1
weight,97,9,51,1
weight,97,9,52,1
weight,97,9,53,1
weight,97,9,54,1
weight,97,9,55,1
weight,97,9,56,2
weight,97,9,57,2
weight,97,9,58,2
weight,97,9,59,2
weight,97,9,60,2
weight,97,9,61,2
weight,97,9,62,2
weight,97,9,63,2
weight,97,10,0,1
weight,97,10,1,1
weight,97,10,2,1
weight,97,10,3,1
weight,97,10,4,1
weight,97,10,5,1
weight,97,10,6,1
weight,97,10,7,1
weight,97,10,8,2
weight,97,10,9,2
weight,97,10,10,2
weight,97,10,11,2
weight,97,10,12,2
weight,97,10,13,2
weight,97,10,14,2
weight,97,10,15,2
weight,97,10,16,1
weight,97,10,17,1
weight,97,10,18,1
weight,97,10,19,1
weight,97,10,20,1
weight,97,10,21,1
weight,97,10,22,1
weight,97,10,23,1
weight,97,10,24,2
weight,97,10,25,2
weight,97,10,26,2
weight,97,10,27,2
weight,97,10,28,2
weight,97,10,29,2
weight,97,10,30,2
weight,97,10,31,2
weight,97,10,32,1
weight,97,10,33,1
weight,97,10,34,1
weight,97,10,35,1
weight,97,10,36,1
weight,97,10,37,1
weight,97,10,38,1
weight,97,10,39,1
weight,97,10,40,2
weight,97,10,41,2
weight,97,10,42,2
weight,97,10,43,2
weight,97,10,44,2
weight,97,10,45,2
weight,97,10,46,2
weight,97,10,47,2
weight,97,10,48,1
weight,97,10,49,1
weight,97,10,50,1
weight,97,10,51,1
weight,97,10,52,1
weight,97,10,53,1
weight,97,10,54,1
weight,97,10,55,1
weight,97,10,56,2
weight,97,10,57,2
weight,97,10,58,2
weight,97,10,59,2
weight,97,10,60,2
weight,97,10,61,2
weight,97,10,62,2
weight,97,10,63,2
weight,97,11,0,1
weight,97,11,1,1
weight,97,11,2,1
weight,97,11,3,1
weight,97,11,4,1
weight,97,11,5,1
weight,97,11,6,1
weight,97,11,7,1
weight,97,11,8,2
weight,97,11,9,2
weight,97,11,10,2
weight,97,11,11,2
weight,97,11,12,2
weight,97,11,13,2
weight,97,11,14,2
weight,97,11,15,2
weight,97,11,16,1
weight,97,11,17,1
weight,97,11,18,1
weight,97,11,19,1
weight,97,11,20,1
weight,97,11,21,1
weight,97,11,22,1
weight,97,11,23,1
weight,97,11,24,2
weight,97,11,25,2
weight,97,11,26,2
weight,97,11,27,2
weight,97,11,28,2
weight,97,11,29,2
weight,97,11,30,2
weight,97,11,31,2
weight,97,11,32,1
weight,97,11,33,1
weight,97,11,34,1
weight,97,11,35,1
weight,97,11,36,1
weight,97,11,37,1
weight,97,11,38,1
weight,97,11,39,1
weight,97,11,40,2
weight,97,11,41,2
weight,97,11,42,2
weight,97,11,43,2
weight,97,11,44,2
weight,97,11,45,2
weight,97,11,46,2
weight,97,11,47,2
weight,97,11,48,1
weight,97,11,49,1
weight,97,11,50,1
weight,97,11,51,1
weight,97,11,52,1
weight,97,11,53,1
weight,97,11,54,1
weight,97,11,55,1
weight,97,11,56,2
weight,97,11,57,2
weight,97,11,58,2
weight,97,11,59,2
weight,97,11,60,2
weight,97,11,61,2
weight,97,11,62,2
weight,97,11,63,2
weight,97,12,0,1
weight,97,12,1,1
weight,97,12,2,1
weight,97,12,3,1
weight,97,12,4,1
weight,97,12,5,1
weight,97,12,6,1
weight,97,12,7,1
weight,97,12,8,2
weight,97,12,9,2
weight,97,12,10,2
weight,97,12,11,2
weight,97,12,12,2
weight,97,12,13,2
weight,97,12,14,2
weight,97,12,15,2
weight,97,12,16,1
weight,97,12,17,1
weight,97,12,18,1
weight,97,12,19,1
weight,97,12,20,1
weight,97,12,21,1
weight,97,12,22,1
weight,97,12,23,1
weight,97,12,24,2
weight,97,12,25,2
weight,97,12,26,2
weight,97,12,27,2
weight,97,12,28,2
weight,97,12,29,2
weight,97,12,30,2
weight,97,12,31,2
weight,97,12,32,1
weight,97,12,33,1
weight,97,12,34,1
weight,97,12,35,1
weight,97,12,36,1
weight,97,12,37,1
weight,97,12,38,1
weight,97,12,39,1
weight,97,12,40,2
weight,97,12,41,2
weight,97,12,42,2
weight,97,12,43,2
weight,97,12,44,2
weight,97,12,45,2
weight,97,12,46,2
weight,97,12,47,2
weight,97,12,48,1
weight,97,12,49,1
weight,97,12,50,1
weight,97,12,51,1
weight,97,12,52,1
weight,97,12,53,1
weight,97,12,54,1
weight,97,12,55,1
weight,97,12,56,2
weight,97,12,57,2
weight,97,12,58,2
weight,97,12,59,2
weight,97,12,60,2
weight,97,12,61,2
weight,97,12,62,2
weight,97,12,63,2
weight,97,13,0,1
weight,97,13,1,1
weight,97,13,2,1
weight,97,13,3,1
weight,97,13,4,1
weight,97,13,5,1
weight,97,13,6,1
weight,97,13,7,1
weight,97,13,8,2
weight,97,13,9,2
weight,97,13,10,2
weight,97,13,11,2
weight,97,13,12,2
weight,97,13,13,2
weight,97,13,14,2
weight,97,13,15,2
weight,97,13,16,1
weight,97,13,17,1
weight,97,13,18,1
weight,97,13,19,1
weight,97,13,20,1
weight,97,13,21,1
weight,97,13,22,1
weight,97,13,23,1
weight,97,13,24,2
weight,97,13,25,2
weight,97,13,26,2
weight,97,13,27,2
weight,97,13,28,2
weight,97,13,29,2
weight,97,13,30,2
weight,97,13,31,2
weight,97,13,32,1
weight,97,13,33,1
weight,97,13,34,1
weight,97,13,35,1
weight,97,13,36,1
weight,97,13,37,1
weight,97,13,38,1
weight,97,13,39,1
weight,97,13,40,2
weight,97,13,41,2
weight,97,13,42,2
weight,97,13,43,2
weight,97,13,44,2
weight,97,13,45,2
weight,97,13,46,2
weight,97,13,47,2
weight,97,13,48,1
weight,97,13,49,1
weight,97,13,50,1
weight,97,13,51,1
weight,97,13,52,1
weight,97,13,53,1
weight,97,13,54,1
weight,97,13,55,1
weight,97,13,56,2
weight,97,13,57,2
weight,97,13,58,2
weight,97,13,59,2
weight,97,13,60,2
weight,97,13,61,2
weight,97,13,62,2
weight,97,13,63,2
weight,97,14,0,1
weight,97,14,1,1
weight,97,14,2,1
weight,97,14,3,1
weight,97,14,4,1
weight,97,14,5,1
weight,97,14,6,1
weight,97,14,7,1
weight,97,14,8,2
weight,97,14,9,2
weight,97,14,10,2
weight,97,14,11,2
weight,97,14,12,2
weight,97,14,13,2
weight,97,14,14,2
weight,97,14,15,2
weight,97,14,16,1
weight,97,14,17,1
weight,97,14,18,1
weight,97,14,19,1
weight,97,14,20,1
weight,97,14,21,1
weight,97,14,22,1
weight,97,14,23,1
weight,97,14,24,2
weight,97,14,25,2
weight,97,14,26,2
weight,97,14,27,2
weight,97,14,28,2
weight,97,14,29,2
weight,97,14,30,2
weight,97,14,31,2
weight,97,14,32,1
weight,97,14,33,1
weight,97,14,34,1
weight,97,14,35,1
weight,97,14,36,1
weight,97,14,37,1
weight,97,14,38,1
weight,97,14,39,1
weight,97,14,40,2
weight,97,14,41,2
weight,97,14,42,2
weight,97,14,43,2
weight,97,14,44,2
weight,97,14,45,2
weight,97,14,46,2
weight,97,14,47,2
weight,97,14,48,1
weight,97,14,49,1
weight,97,14,50,1
weight,97,14,51,1
weight,97,14,52,1
weight,97,14,53,1
weight,97,14,54,1
weight,97,14,55,1
weight,97,14,56,2
weight,97,14,57,2
weight,97,14,58,2
weight,97,14,59,2
weight,97,14,60,2
weight,97,14,61,2
weight,97,14,62,2
weight,97,14,63,2
weight,97,15,0,1
weight,97,15,1,1
weight,97,15,2,1
weight,97,15,3,1
weight,97,15,4,1
weight,97,15,5,1
weight,97,15,6,1
weight,97,15,7,1
weight,97,15,8,2
weight,97,15,9,2
weight,97,15,10,2
weight,97,15,11,2
weight,97,15,12,2
weight,97,15,13,2
weight,97,15,14,2
weight,97,15,15,2
weight,97,15,16,1
weight,97,15,17,1
weight,97,15,18,1
weight,97,15,19,1
weight,97,15,20,1
weight,97,15,21,1
weight,97,15,22,1
weight,97,15,23,1
weight,97,15,24,2
weight,97,15,25,2
weight,97,15,26,2
weight,97,15,27,2
weight,97,15,28,2
weight,97,15,29,2
weight,97,15,30,2
weight,97,15,31,2
weight,97,15,32,1
weight,97,15,33,1
weight,97,15,34,1
weight,97,15,35,1
weight,97,15,36,1
weight,97,15,37,1
weight,97,15,38,1
weight,97,15,39,1
weight,97,15,40,2
weight,97,15,41,2
weight,97,15,42,2
weight,97,15,43,2
weight,97,15,44,2
weight,97,15,45,2
weight,97,15,46,2
weight,97,15,47,2
weight,97,15,48,1
weight,97,15,49,1
weight,97,15,50,1
weight,97,15,51,1
weight,97,15,52,1
weight,97,15,53,1
weight,97,15,54,1
weight,97,15,55,1
weight,97,15,56,2
weight,97,15,57,2
weight,97,15,58,2
weight,97,15,59,2
weight,97,15,60,2
weight,97,15,61,2
weight,97,15,62,2
weight,97,15,63,2
scale,97,-1,0,1
scale,97,-1,1,0.5
scale,97,-1,2,1
scale,97,-1,3,0.5
scale,97,-1,4,1
scale,97,-1,5,0.5
scale,97,-1,6,1
scale,97,-1,7,0.5
scale,97,-1,8,1
scale,97,-1,9,0.5
scale,97,-1,10,1
scale,97,-1,11,0.5
scale,97,-1,12,1
scale,97,-1,13,0.5
scale,97,-1,14,1
scale,97,-1,15,0.5
scale,97,-1,16,1
scale,97,-1,17,0.5
scale,97,-1,18,1
scale,97,-1,19,0.5
scale,97,-1,20,1
scale,97,-1,21,0.5
scale,97,-1,22,1
scale,97,-1,23,0.5
scale,97,-1,24,1
scale,97,-1,25,0.5
scale,97,-1,26,1
scale,97,-1,27,0.5
scale,97,-1,28,1
scale,97,-1,29,0.5
scale,97,-1,30,1
scale,97,-1,31,0.5
# Large Tile 98 (row=6, col=2)
weight,98,0,0,1
weight,98,0,1,1
weight,98,0,2,1
weight,98,0,3,1
weight,98,0,4,1
weight,98,0,5,1
weight,98,0,6,1
weight,98,0,7,1
weight,98,0,8,2
weight,98,0,9,2
weight,98,0,10,2
weight,98,0,11,2
weight,98,0,12,2
weight,98,0,13,2
weight,98,0,14,2
weight,98,0,15,2
weight,98,0,16,1
weight,98,0,17,1
weight,98,0,18,1
weight,98,0,19,1
weight,98,0,20,1
weight,98,0,21,1
weight,98,0,22,1
weight,98,0,23,1
weight,98,0,24,2
weight,98,0,25,2
weight,98,0,26,2
weight,98,0,27,2
weight,98,0,28,2
weight,98,0,29,2
weight,98,0,30,2
weight,98,0,31,2
weight,98,0,32,1
weight,98,0,33,1
weight,98,0,34,1
weight,98,0,35,1
weight,98,0,36,1
weight,98,0,37,1
weight,98,0,38,1
weight,98,0,39,1
weight,98,0,40,2
weight,98,0,41,2
weight,98,0,42,2
weight,98,0,43,2
weight,98,0,44,2
weight,98,0,45,2
weight,98,0,46,2
weight,98,0,47,2
weight,98,0,48,1
weight,98,0,49,1
weight,98,0,50,1
weight,98,0,51,1
weight,98,0,52,1
weight,98,0,53,1
weight,98,0,54,1
weight,98,0,55,1
weight,98,0,56,2
weight,98,0,57,2
weight,98,0,58,2
weight,98,0,59,2
weight,98,0,60,2
weight,98,0,61,2
weight,98,0,62,2
weight,98,0,63,2
weight,98,1,0,1
weight,98,1,1,1
weight,98,1,2,1
weight,98,1,3,1
weight,98,1,4,1
weight,98,1,5,1
weight,98,1,6,1
weight,98,1,7,1
weight,98,1,8,2
weight,98,1,9,2
weight,98,1,10,2
weight,98,1,11,2
weight,98,1,12,2
weight,98,1,13,2
weight,98,1,14,2
weight,98,1,15,2
weight,98,1,16,1
weight,98,1,17,1
weight,98,1,18,1
weight,98,1,19,1
weight,98,1,20,1
weight,98,1,21,1
weight,98,1,22,1
weight,98,1,23,1
weight,98,1,24,2
weight,98,1,25,2
weight,98,1,26,2
weight,98,1,27,2
weight,98,1,28,2
weight,98,1,29,2
weight,98,1,30,2
weight,98,1,31,2
